stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
10749,"37","Sr 520/ Hughlett Ave (SW Corner)","361 W King St, Cocoa ",28.3557385743084,-80.7293495535851,,,0,,
10742,"30","Sr 520 Brevard Ave (SW Corner)","205 King St, Cocoa ",28.3558198,-80.72635153,0,,0,,
11034,"322","Sr 520 S Tropical Trail/ Rose St","451 W Merritt Island Cswy, Merritt Island ",28.3567393733119,-80.7063576579094,,,0,,
11025,"313","Sr 520/ S Grove St S Side","203 W Merritt Island Cswy, Merritt Island ",28.3567629769481,-80.7021707296371,,,0,,
11023,"311","Sr 520/ S Courtenay Pkwy Southside","45 E Merritt Island Cswy, Merritt Island ",28.356836148187,-80.6987723708153,,,0,,
11043,"331","Sr 520 @ Big Lots","125 E Merritt Island Cswy, Merritt Island ",28.3568927968534,-80.6973212957382,,,0,,
11040,"328","Sr 520/ Plumosa St (SE Corner)","401 E Merritt Island Cswy, Merritt Island ",28.35692875,-80.69142733,,,0,,
11018,"306","Sr 520 @ Jimmy Vickers Car Dealer","535 E Merritt Island Cswy, Merritt Island ",28.35693591,-80.68946342,0,,0,,
11038,"326","Sr 520 S Sykes Creek Pkwy @ Walgreens","801e Merritt Island Cswy, Merritt Island ",28.35661,-80.68375,,,0,,
11033,"321","Sr 520 @ Kawanis Island South Side","1025 E Merritt Island Cswy, Merritt Island ",28.35714397,-80.67832423,0,,0,,
11032,"320","Sr 520 Between N Banana River Dr (SW Corner)","1805 E Merritt Island Cswy, Merritt Island ",28.35723115,-80.6651124,,,0,,
11035,"323","Sr 520/ S Banana River Dr (SE Corner)","1901 Merritt Island Cswy, Merritt Island ",28.35731597,-80.6617942,,,0,,
11318,"606","Sr 520 @ Sunset Cafe","500 W Cocoa Beach Cswy, Cocoa Beach-Cape Canaveral [Mcd] ",28.35776842,-80.61432818,,,0,,
11277,"565","Sr 520/ Belt Rd (SW Corner)","300 W Cocoa Beach Cswy, Cocoa Beach-Cape Canaveral [Mcd] ",28.357775567999,-80.6107395887375,,,0,,
11306,"594","Shepard Park @ Pizza Hut","179 E Cocoa Beach Cswy, Cocoa Beach-Cape Canaveral [Mcd] ",28.3581532218621,-80.607048869133,,,0,,
11271,"559","Sr 520/ N Banana River Blvd (NW Corner)","301 W Cocoa Beach Cswy, Cocoa Beach-Cape Canaveral [Mcd] ",28.35802832,-80.61081494,,,0,,
11232,"520","Sr 520 Across From Sunset Cafe","501 W Cocoa Beach Cswy, Cocoa Beach-Cape Canaveral [Mcd] ",28.3580197,-80.61398407,0,,0,,
10786,"74","Cape Canveral Hospital","701 W Cocoa Beach Cswy, Cocoa Beach ",28.35796192,-80.62340517,0,,0,,
11026,"314","Sr 520 Between Milford Point (NW Corner)","1900 E Merritt Island Cswy, Merritt Island ",28.3575762,-80.66259867,,,0,,
11294,"582","Sr 520/ N Banana River Dr (NW Corner)","1800 E Merritt Island Cswy, Merritt Island ",28.35754403,-80.665594,,,0,,
11042,"330","Sr 520 @ Office Depot","550 E Merritt Island Cswy, Merritt Island ",28.3572916970235,-80.689349770546,,,0,,
11016,"304","Sr 520 Across From Big Lots","130 E Merritt Island Cswy, Merritt Island ",28.35719256221,-80.6973427534103,,,0,,
11027,"315","Sr 520/ N Courtenay Pkwy Northside @ Dennys","40 E Merritt Island Cswy, Merritt Island ",28.3571972829175,-80.6986758112907,,,0,,
11019,"307","Sr 520 N Grove St (NE Corner)","198 W Merritt Island Cswy, Merritt Island ",28.35712117,-80.7021283,,,0,,
11036,"324","Sr 520 N Tropical Trail @ 7-11","450 W Merritt Island Cswy, Merritt Island ",28.35705895,-80.7054125,0,,0,,
10722,"10","Sr 520/ Brevard Ave (NW Corner)","202 Willard St, Cocoa ",28.35641345,-80.72691448,,,0,,
10743,"31","Sr 520 Ridgeway Ave (NE Corner)","450 Willard St, Cocoa ",28.35644105,-80.73012647,0,,0,,
10740,"28","Sr 520/ Washington Ave (NE Corner)","552 W King St, Cocoa ",28.3558267,-80.73435348,,,0,,
10713,"1","Sr 520/ S Wilson Ave (NE Corner)","596 W King St, Cocoa ",28.35584592,-80.73608503,,,0,,
10746,"34","Sr 520/ Blake Ave (NE Corner)","698 W King St, Cocoa ",28.35587564,-80.73828369,,,0,,
10747,"35","Sr 520/ Pineapple Ave (NE Corner)","900 W King St, Cocoa ",28.35584885,-80.7412679,,,0,,
11435,"723","N Washington Ave North Of Julia St Eastside","329 N Washington Ave, Titusville ",28.6114697409734,-80.807509124279,,,0,,
11436,"724","N Washington Ave Eastside","497 N Washington Ave, Titusville ",28.6195524,-80.8158817,,,0,,
11437,"725","Brevard Community College Titusville","1311 N Us 1 Hwy, Titusville ",28.63414663,-80.8244988,0,,0,,
11438,"726","Dairy Rd/ Wakefield Terr (NE Corner)","1405 Wakefield Dr, Titusville ",28.6372997225565,-80.8403956890106,,,0,,
11439,"727","Dairy Plaza @ Winn Dixie","1535 N Singleton Ave, Titusville ",28.6380483228898,-80.8449205756187,,,0,,
11441,"729","N Us 1 Hwy/ Sr 46 @ Walgreens (NE Corner)","2475 N Us 1 Hwy, Mims ",28.66560632,-80.84473202,,,0,,
11442,"730","N Us 1 Hwy/ Wiley Ave (NE Corner)","2917 N Us 1 Hwy, Mims ",28.6738195399016,-80.8485549688339,,,0,,
11443,"731","N Us 1/ Gloria Ave (SE Corner)","3693 N Us 1 Hwy, Mims ",28.70032398,-80.85949452,,,0,,
11444,"732","Mims/Scottsmoor Public Library","3615 Lionel Rd, Mims ",28.70237137,-80.85885775,0,,0,,
13623,"799","N Us 1/ Aurantia Rd","US1,Mims",28.73249667,-80.86634667,,,0,,
11445,"733","Holiday Village Mobile Home Park West Side","3550 N Us 1 Hwy, Mims ",28.69770042,-80.85913463,,,0,,
11446,"734","Northgate Mobile Ranch Westside","3250 N Us 1 Hwy, Mims ",28.69040187,-80.85692135,0,,0,,
11447,"735","Mims Post Office","3754 N Us 1 Hwy, Mims ",28.6732500451595,-80.8487588167191,,,0,,
11448,"736","N Us 1 Hwy/ Sr 46 (SW Corner)","2448 N Us 1 Hwy, Mims ",28.66579218,-80.8453215,,,0,,
11494,"782","Westwood Dr/ N Singleton Ave","3363 Westwood Dr, Titusville ",28.64451148,-80.84653995,,,0,,
11449,"737","South Hopkins @ Save-A-Lot","120 S Hopkins Ave, Titusville ",28.6143635988665,-80.8083727955818,,,0,,
11270,"558","Fiske Blvd/ Peachtree St (SE Corner)","2 Fiske Blvd, Cocoa ",28.3575607767651,-80.7425272464752,,,0,,
11279,"567","N Fiske Blvd/ School St (SE Corner)","280 N Fiske Blvd, Cocoa ",28.360206691227,-80.7425245642662,,,0,,
11320,"608","N Fiske Blvd/ W Highland Dr (SE Corner)","600 N Fiske Blvd, Cocoa ",28.36413407,-80.7425179,,,0,,
11241,"529","N Fiske Blvd/ Hickory Ln (NE Corner)","860 N Fiske Blvd, Cocoa ",28.368167639963,-80.7425245642662,,,0,,
11298,"586","Fiske Blvd/ Japonica Lane (NE Corner)","1100 N Fiske Blvd, Cocoa ",28.3724582327046,-80.7425406575203,,,0,,
11303,"591","Dixon Blvd/ Tulip Ln (NW Corner)","1050 Dixon Blvd, Cocoa ",28.37349059,-80.74345321,,,0,,
11330,"618","Dixon Blvd/ Pineda St (NW Corner)","1200 Dixon Blvd, Cocoa ",28.37318655,-80.74710203,,,0,,
11275,"563","Dixon Blvd @ Asbury Arms Entrance","1430 Dixon Blvd, Cocoa ",28.37318228,-80.7527847,,,0,,
11325,"613","Clearlake Rd/ Highland Ct (SE Corner)","1244 Clearlake Rd, Cocoa ",28.37714618,-80.754975,,,0,,
11286,"574","Clearlake Rd/ Melrose St (SE Corner)","1348 Clearlake Rd, Cocoa ",28.3798896573958,-80.7549270987511,,,0,,
10737,"25","Clearlake Rd Across From Bcc","1570 Clearlake Rd, Cocoa ",28.3845007020072,-80.754911005497,,,0,,
11317,"605","Clearlake Rd/ Michigan Ave (SE Corner)","2300 Clearlake Rd, Cocoa ",28.38778358,-80.75490323,,,0,,
11309,"597","Clearlake Rd/ Lamarche Dr Eastside","2500 Clearlake Rd, Cocoa ",28.3918652145764,-80.7549297809601,,,0,,
11289,"577","Wal-Mart Supercenter","2700 Clearlake Rd, Cocoa ",28.3955909297608,-80.7538193464279,,,0,,
11311,"599","Sr 524 @ Post Office (NE Corner)","2300 St-524, Cocoa ",28.39708987,-80.76101168,,,0,,
10751,"39","Cocoa Commons Shopping Center @ Publix","2301 St-524, Cocoa ",28.39569088,-80.76558657,,,0,,
11282,"570","Sr 524 Across from Post Office (SW Corner)","2301 St-524, Cocoa ",28.39684867,-80.76099303,,,0,,
11312,"600","Clearlake Rd/ Otterbein Ave (NW Corner)","2705 Clearlake Rd, Cocoa ",28.39481795,-80.7552681,,,0,,
11313,"601","Clearlake Rd/ Michigan Ave (SW Corner)","2315 Clearlake Rd, Cocoa ",28.38772093,-80.75524863,,,0,,
11304,"592","Clearlake Rd @ BCC","1655 Clearlake Rd, Cocoa ",28.38367217,-80.7551461,,,0,,
11307,"595","Clearlake Rd/ Minnie St (NW Corner)","1365 Clearlake Rd, Cocoa ",28.37970105,-80.75521318,,,0,,
11287,"575","Clearlake Rd/ Highland Ct (SW Corner)","1265 Clearlake Rd, Cocoa ",28.37696178,-80.75518142,,,0,,
11323,"611","Clearlake Rd/ Sunhome St (NW Corner)","800 Clearlake Rd, Cocoa ",28.3675563697813,-80.7551872730255,,,0,,
11280,"568","Clearlake Rd/ Terrance St (SW Corner)","695 Clearlake Rd, Cocoa ",28.36337695,-80.75511207,,,0,,
11476,"764","Clearlake Rd/ Lake Dr","603 Clearlake Rd, Cocoa",28.359923456435,-80.7551711797714,,,0,,
11477,"765","Sr 520/ Grace Ave","1427 King St, Cocoa",28.35551435,-80.75230713,0,,0,,
11478,"766","Sr 520/ Aurora Rd","1297 King St, Cocoa",28.3555804283196,-80.748964548111,,,0,,
11479,"767","S Varr Ave/ Holmes St","591 Varr Ave, Cocoa",28.35214677,-80.74452303,,,0,,
11480,"768","S Varr Ave/ Rosa L Jones Dr","787 Varr Ave, Cocoa",28.3494196325911,-80.7445174455643,,,0,,
11481,"769","Rosa L Jones Dr/ Fiske Blvd","994 Rosa L Jones Dr, Cocoa",28.34920912,-80.7427364,,,0,,
11158,"446","Fiske Blvd/ Revilla Lane (NW Corner)","1099 Fiske Blvd, Rockledge ",28.34474673,-80.74261668,,,0,,
11146,"434","Fiske Blvd/ Pinedale Rd (NW Corner)","1299 Fiske Blvd, Rockledge ",28.34156025,-80.74261728,,,0,,
11156,"444","Fiske Blvd/ St Andrews Dr (SW Corner)","1529 Fiske Blvd, Rockledge ",28.33809252,-80.7426774,,,0,,
11149,"437","Fiske Blvd/ Nicklaus Dr (NW Corner)","1571 Fiske Blvd, Rockledge ",28.3349368144374,-80.7426935434341,,,0,,
11154,"442","Barton Blvd/ Dogwood St (SW Corner)","855 Barton Blvd, Rockledge ",28.33064523,-80.74051308,,,0,,
11152,"440","Barton Blvd/ Cedar St (SE Corner)","599 Barton Blvd, Rockledge ",28.3307549,-80.73689517,,,0,,
11143,"431","Barton Blvd/ Huntington Ln (SE Corner)","539 Barton Blvd, Rockledge ",28.33074375,-80.73462812,,,0,,
11155,"443","Barton Blvd/ Cogswell St (SE Corner)","483 Barton Blvd, Rockledge ",28.33077815,-80.73200877,,,0,,
11148,"436","Barton Blvd/ Murrell Rd (SE Corner)","199 Barton Blvd, Rockledge ",28.3308148,-80.72732043,,,0,,
